dex_number	internal_index	species_label	species_name	form_name	form_type	lineage_id	evo_stage	evolves_from	evolves_into	evo_methods	evo_params	evo_item_obtainable	type1	type2	hp	atk	defense	spa	spd	spe	bst	ability1	ability2	ability_hidden	held_item1	held_item2	levelup_moves	n_levelup	tm_moves	n_tm	egg_moves	n_egg	tutor_moves	event_moves	availability	n_availability	earliest_level	earliest_checkpoint	is_starter	wild_obtainable	one_time_only	missable	siblings	is_cosmetic_form	source_files	confidence	notes	reachable
18	18	SPECIES_PIDGEOT	Pidgeot	NONE	base	16	3	17	NONE	NONE	NONE	UNK	Normal	Flying	83	80	75	70	70	101	479	Frisk	NONE	No Guard	NONE	NONE	413:0,413:1,542:1,257:1,33:1,742:1,98:1,297:7,16:9,98:13,18:17,216:23,355:26,97:32,403:38,119:44,366:50,542:64	18	257,304,396,115,432,168,211,542,355,411,403,332,365,369,742,413,19,526,366,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	911	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
18	911	SPECIES_PIDGEOT_MEGA	Pidgeot	Mega	mega	911	1	NONE	NONE	NONE	NONE	UNK	Normal	Flying	83	80	80	135	80	121	579	No Guard	No Guard	No Guard	NONE	NONE	413:0,413:1,542:1,257:1,33:1,742:1,98:1,297:7,16:9,98:13,18:17,216:23,355:26,97:32,403:38,119:44,366:50,542:64	18	257,304,396,115,432,168,211,542,355,411,403,332,365,369,742,413,19,526,366,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	18	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by form change from an obtainable sibling	via_form_change
19	19	SPECIES_RATTATA	Rattata	NONE	base	19	1	NONE	EVO_LEVEL:20:16	EVO_LEVEL	level=16	UNK	Normal		30	56	35	25	35	72	253	Run Away	Guts	Hustle	NONE	NONE	44:1,39:1,98:4,116:7,158:10,228:13,372:19,242:22,389:25,216:26,162:28,38:31,283:34	13	428,269,58,59,196,85,87,91,247,188,168,231,86,447,365,369,528,15,249,526,451,34,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	39	103,172,154,44,68,179,253,382,279,515	10	UNK	UNK	MAP_ROUTE102:grass:3-5:20:NONE	1	3	01_Pre-Roxanne	False	True	False	False	956	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
19	956	SPECIES_RATTATA_ALOLA	Rattata	Alola	regional	956	1	NONE	EVO_LEVEL_NIGHT:957:16;0:1476:0	EVO_LEVEL_NIGHT,0	level=16,none=0	UNK	Dark	Normal	30	56	35	25	35	72	253	Gluttony	Hustle	Thick Fat	NONE	Pecha Berry	44:1,39:1,98:4,116:7,158:10,228:13,372:19,242:22,389:25,162:28,38:31,283:34	12	428,269,58,59,196,85,87,91,247,188,168,231,86,399,447,365,369,555,15,34,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	37	289,254,154,415,68,179,253,256,382,279,515	11	UNK	UNK	MAP_GRANITE_CAVE_B2F:grass:12-17:4:NONE	1	12	01_Pre-Roxanne	False	True	False	False	19	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
20	20	SPECIES_RATICATE	Raticate	NONE	base	19	2	19	NONE	NONE	NONE	UNK	Normal		60	91	60	50	70	97	428	Run Away	Guts	Hustle	NONE	NONE	389:0,184:1,33:1,39:1,98:1,389:1,44:4,116:7,158:10,228:13,428:19,242:23,216:28,162:34,38:39,283:44	16	370,46,428,269,58,59,196,85,87,91,247,188,168,843,231,661,86,447,365,369,528,15,70,249,526,451,14,34,241,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	46	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	957,1476	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
20	957	SPECIES_RATICATE_ALOLA	Raticate	Alola	regional	956	2	956	NONE	NONE	NONE	UNK	Dark	Normal	75	86	70	40	80	77	428	Gluttony	Hustle	Thick Fat	NONE	Pecha Berry	185:0,184:1,44:1,39:1,185:1,282:1,98:4,116:7,158:10,228:13,428:19,14:22,242:24,389:29,162:34,38:39,283:44	17	370,46,428,269,58,59,196,85,87,91,247,188,168,843,231,474,661,86,282,399,447,365,369,482,555,15,70,339,14,34,241,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	NONE	0	UNK	UNK	MAP_MT_PYRE_5F:grass:35-40:5:NONE|MAP_MT_PYRE_5F:grass:35-40:5:NONE	2	35	07_Pre-MtChimney-Magma	False	True	False	False	20,1476	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
20	1476	SPECIES_RATICATE_ALOLA_TOTEM	Raticate	Alola-Totem	regional	956	2	956	NONE	NONE	NONE	UNK	Dark	Normal	75	71	70	40	80	77	413	Thick Fat	NONE	NONE	NONE	Pecha Berry	185:0,184:1,44:1,39:1,185:1,282:1,98:4,116:7,158:10,228:13,428:19,14:22,242:24,389:29,162:34,38:39,283:44	17	370,46,428,269,58,59,196,85,87,91,247,188,168,843,231,474,661,86,282,399,447,365,369,482,555,15,70,339,14,34,241,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	20,957	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
21	21	SPECIES_SPEAROW	Spearow	NONE	base	21	1	NONE	EVO_LEVEL:22:20	EVO_LEVEL	level=20	UNK	Normal	Flying	40	60	30	31	31	70	262	Frisk	Technician	Sniper	NONE	Sharp Beak	64:1,98:1,45:1,43:4,228:8,365:11,31:15,119:18,372:22,97:25,116:29,355:32,65:36	13	257,432,168,211,355,332,365,369,742,413,19,526,366,529,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	31	185,184,98,161,310,143,18,253,297,211,13	11	UNK	UNK	MAP_ROUTE112:grass:22-24:10:NONE	1	22	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
22	22	SPECIES_FEAROW	Fearow	NONE	base	21	2	21	NONE	NONE	NONE	UNK	Normal	Flying	65	100	65	61	61	115	467	Frisk	Technician	Sniper	NONE	Sharp Beak	458:0,458:1,529:1,64:1,45:1,116:1,98:1,43:4,228:8,31:11,365:15,119:18,372:23,97:27,742:32,355:36,65:41,529:45,413:48	19	257,432,168,211,355,332,365,369,742,413,19,526,366,529,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	31	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
23	23	SPECIES_EKANS	Ekans	NONE	base	23	1	NONE	EVO_LEVEL:24:22	EVO_LEVEL	level=22	UNK	Poison		35	60	44	40	54	55	288	Intimidate	Shed Skin	Corrosion	NONE	NONE	35:1,43:1,40:4,44:9,137:12,342:15,103:17,389:20,254:25,256:25,255:25,305:28,489:33,692:36,562:38,114:41,441:49	17	402,202,89,91,188,317,168,231,474,399,157,398,441,727,523,482,70,34,241,240,305,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	228,21,180,251,305,184,342,50,415,231,389,289	12	UNK	UNK	MAP_ROUTE117:grass:20-24:20:NONE|MAP_RUSTBORO_CITY:grass:5-6:1:NONE	2	5	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
24	24	SPECIES_ARBOK	Arbok	NONE	base	23	2	23	NONE	NONE	NONE	UNK	Poison	Dark	75	95	75	65	79	80	469	Intimidate	Shed Skin	Strong Jaw	NONE	NONE	398:0,398:1,242:1,423:1,422:1,424:1,35:1,43:1,242:1,44:1,40:4,44:9,137:12,342:15,103:17,389:20,254:27,256:27,255:27,305:32,489:39,692:44,562:48,114:51,441:63,806:69	26	402,202,89,91,188,317,168,231,474,661,399,157,398,441,525,727,523,482,70,422,423,424,34,241,240,305,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	NONE	0	UNK	UNK	MAP_ROUTE126:grass:42-47:10:NONE	1	42	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
25	25	SPECIES_PIKACHU	Pikachu	NONE	base	172	2	172	EVO_ITEM:26:213;EVO_ITEM:958:218	EVO_ITEM,EVO_ITEM	item=213,item=218	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	MAP_GRANITE_CAVE_STEVENS_ROOM:grass:12-17:20:NONE|Mauville City Pokemon Center 1F:choice:1-1:100:PikachuMan, cosmetic cap forms	2	1	01_Pre-Roxanne	False	True	False	False	1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
25	1009	SPECIES_PIKACHU_COSPLAY	Pikachu	Cosplay	other	1009	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,344:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	21	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1010	SPECIES_PIKACHU_ROCK_STAR	Pikachu	Rock-Star	other	1010	1	NONE	NONE	NONE	NONE	UNK	Electric	Steel	35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,309:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	21	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,442,724,430,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1011	SPECIES_PIKACHU_BELLE	Pikachu	Belle	other	1011	1	NONE	NONE	NONE	NONE	UNK	Electric	Ice	35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,686:1,556:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	22	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,333,58,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	47	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1012	SPECIES_PIKACHU_POP_STAR	Pikachu	Pop-Star	other	1012	1	NONE	NONE	NONE	NONE	UNK	Electric	Fairy	35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,687:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	21	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,605,585,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	47	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1013	SPECIES_PIKACHU_PHD	Pikachu	Phd	other	1013	1	NONE	NONE	NONE	NONE	UNK	Electric	Psychic	35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,94:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	21	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,94,845,428,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1014	SPECIES_PIKACHU_LIBRE	Pikachu	Libre	other	1014	1	NONE	NONE	NONE	NONE	UNK	Electric	Fighting	35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,560:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	21	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,370,396,411,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1015	SPECIES_PIKACHU_ORIGINAL	Pikachu	Original	other	1015	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1016	SPECIES_PIKACHU_HOENN	Pikachu	Hoenn	other	1016	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1017,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1017	SPECIES_PIKACHU_SINNOH	Pikachu	Sinnoh	other	1017	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1018,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1018	SPECIES_PIKACHU_UNOVA	Pikachu	Unova	other	1018	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1019,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1019	SPECIES_PIKACHU_KALOS	Pikachu	Kalos	other	1019	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1020,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1020	SPECIES_PIKACHU_ALOLA	Pikachu	Alola	regional	1020	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1021,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1021	SPECIES_PIKACHU_PARTNER	Pikachu	Partner	other	1021	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1022,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1022	SPECIES_PIKACHU_WORLD	Pikachu	World	other	1022	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1487,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1487	SPECIES_PIKACHU_STARTER	Pikachu	Starter	other	1487	1	NONE	NONE	NONE	NONE	UNK	Electric		45	80	50	75	60	120	430	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1498,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1498	SPECIES_PIKACHU_GMAX	Pikachu	Gmax	gigantamax	1498	1	NONE	NONE	NONE	NONE	UNK	Electric		35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	20	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1533,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by form change from an obtainable sibling	via_form_change
25	1533	SPECIES_PIKACHU_SURFING	Pikachu	Surfing	other	1533	1	NONE	NONE	NONE	NONE	UNK	Electric	Water	35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,680:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	21	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,352,664,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	47	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1534	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
25	1534	SPECIES_PIKACHU_FLYING	Pikachu	Flying	other	1534	1	NONE	NONE	NONE	NONE	UNK	Electric	Flying	35	55	40	50	50	90	320	Static	NONE	Lightning Rod	NONE	Light Ball	252:1,39:1,84:1,403:1,608:3,45:5,589:7,98:10,486:13,86:18,364:21,209:26,609:29,435:34,245:36,85:42,97:45,528:50,113:53,676:55,87:58	21	527,113,85,87,91,280,115,577,168,732,231,86,282,9,447,521,528,583,57,70,148,249,451,347,417,842,34,811,264,240,403,19,542,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	25,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1487,1498,1533	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
