trainer_id	trainer_name	trainer_class	team_variant	role	location	battle_order_index	difficulty_mode	battle_format	field_effect	roster_size	level_mode	level_min	level_max	roster	roster_species	n_unresolved_species	uses_held_items	n_mega	offensive_types	cannot_hit_neutral	type_resists_whole_team	shared_weaknesses	speed_fastest	speed_slowest	speed_median	source_file	confidence	notes
Hot House:BEAUTY JOHANNA:84	BEAUTY JOHANNA	Hot House	NONE	Hot House	Route 109 House	84	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Glimmora:Player's Highest Lv:Timid:Toxic Debris:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Stealth Rock;Flash Cannon;Sludge Wave;Power Gem	1359	0	True	0	Poison,Rock,Steel	Steel	Steel	Ground:1,Steel:1,Water:1,Psychic:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:4 BADGES:84	4 BADGES	Hot House	NONE	Hot House	UNK	84	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Leafeon:Player's Highest Lv:Jolly:Sap Sipper:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Leaf Blade;X-Scissor;Stomping Tantrum;Swords Dance|Skeledirge:Player's Highest Lv:Timid:Unaware:Throat Spray:6 HP / 252 SpA / 252 Spe:NONE:Torch Song;Shadow Ball;Hyper Voice;Flame Charge|Swampert-Mega:Player's Highest Lv:Adamant:Swift Swim:Swampertite:6 HP / 252 Atk / 252 Spe:NONE:Liquidation;Earthquake;Power-Up Punch;Avalanche	470,1294,929	0	True	0	Bug,Fighting,Fire,Ghost,Grass,Ground,Ice,Normal,Water	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:SAILOR DWAYNE:97	SAILOR DWAYNE	Hot House	NONE	Hot House	Route 109 House	97	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Aegislash-Both:Player's Highest Lv:Bold:Stance Change:Leftovers:6 HP / 252 Def / 252 SpA:NONE:Flash Cannon;Shadow Ball;Toxic;King's Shield		1	True	0	Ghost,Steel	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Unresolved	NONE
Hot House:4 BADGES:97	4 BADGES	Hot House	NONE	Hot House	UNK	97	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Flareon:Player's Highest Lv:Jolly:Toxic Boost:Toxic Orb:6 HP / 252 Atk / 252 Spe:NONE:Flame Charge;Sacred Fire;Facade;Superpower|Samurott-Hisui:Player's Highest Lv:Adamant:Sharpness:White Herb:6 HP / 252 Atk / 252 Spe:NONE:Razor Shell;Night Slash;Sacred Sword;Shell Smash|Sceptile:Player's Highest Lv:Adamant:Technician:Sceptilite:6 HP / 252 Atk / 252 Spe:NONE:Dual Chop;Bullet Seed;Rock Tomb;Power-up Punch	136,1000,254	0	True	0	Dark,Dragon,Fighting,Fire,Grass,Normal,Rock,Water	NONE	NONE	Bug:2,Fairy:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:GUITARIST BRIAN:109	GUITARIST BRIAN	Hot House	NONE	Hot House	Route 109 House	109	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Snorlax:Player's Highest Lv:Impish:Thick Fat:Focus Sash:6 HP / 252 Def / 252 Atk:NONE:Crunch;Last Resort	143	0	True	0	Dark,Normal	NONE	NONE	Fighting:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:5 BADGES:109	5 BADGES	Hot House	NONE	Hot House	UNK	109	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Gothitelle:Player's Highest Lv:Timid:Shadow Tag:Choice Scarf:6 HP / 252 SpA / 252 Spe:30 SpD / 30 Spe:Psychic;Shadow Ball;Thunderbolt;Hidden Power Bug|Breloom:Player's Highest Lv:Impish:Poison Heal:Leftovers:6 HP / 252 Def / 252 Atk:NONE:Substitute;Spore;Focus Punch;Rock Slide|Togekiss:Player's Highest Lv:Timid:Serene Grace:King's Rock:6 HP / 252 SpA / 252 Spe:NONE:Air Slash;Moonblast;Extrasensory;Flamethrower|Steelix:Player's Highest Lv:Brave:Heatproof:Steelixite:6 HP / 252 Def / 252 Atk:NONE:Spin Out;Curse;Earthquake;Stone Edge	576,286,468,208	0	True	0	Electric,Fairy,Fighting,Fire,Flying,Ghost,Ground,Normal,Psychic,Rock,Steel	NONE	NONE	Poison:2,Fire:2,Ice:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:BEAUTY JOHANNA:122	BEAUTY JOHANNA	Hot House	NONE	Hot House	Route 109 House	122	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Carbink:Player's Highest Lv:Bold:Sturdy:Chesto Berry:6 HP / 252 Def / 252 SpA:NONE:Moonblast;Body Press;Iron Defense;Rest	703	0	True	0	Fairy,Fighting	Poison	Poison	Ground:1,Steel:1,Water:1,Grass:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:5 BADGES:122	5 BADGES	Hot House	NONE	Hot House	UNK	122	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Magnezone:Player's Highest Lv:Modest:Magnet Pull:Air Balloon:6 HP / 252 Def / 252 SpA:NONE:Thunderbolt;Hidden Power Grass;Flash Cannon;Body Press|Weavile:Player's Highest LV:Adamant:Pressure:Dark Gem:6 HP / 252 Atk / 252 Spe:NONE:Pursuit;Icicle Crash;Low Kick;Ice Shard|Exeggutor-Alola:Player's Highest Lv:Adamant:Harvest:Sitrus Berry:6 HP / 252 Atk / 252 Spe:NONE:Dragon Hammer;Wood Hammer;Facade;Iron head|Pidgeot:Player's Highest Lv:Timid:No Guard:Pidgeotite:6 HP / 252 SpA / 252 Spe:NONE:Hurricane;Heat Wave;Hyper Voice;Focus Blast	462,461,972,18	0	True	0	Dark,Dragon,Electric,Fighting,Fire,Flying,Grass,Ice,Normal,Steel	NONE	NONE	Fighting:2,Rock:2,Bug:2,Fire:2,Ice:2,Fairy:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:SAILOR DWAYNE:135	SAILOR DWAYNE	Hot House	NONE	Hot House	Route 109 House	135	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Swellow:Player's Highest Lv:Jolly:Guts:Flame Orb:6 HP / 252 Atk / 252 Spe:NONE:Steel Wing;Facade;Dual Wingbeat;U-turn	277	0	True	0	Bug,Flying,Normal,Steel	Steel	Steel	Rock:1,Electric:1,Ice:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:5 BADGES:135	5 BADGES	Hot House	NONE	Hot House	UNK	135	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Dugtrio:Player's Highest Lv:Adamant:Arena Trap:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Stone Edge;Swords Dance;Sucker Punch|Pyroar:Player's Highest Lv:Timid:Adaptability:Throat Spray:6 HP / 252 SpA / 252 Spe:NONE:Hyper Voice;Torch Song;Dark Pulse;Scorching Sand|Mismagius:Player's Highest Lv:Modest:Levitate:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Dazzling Gleam;Shadow Ball;Psychic;Energy Ball|Ampharos:Player's Highest Lv:Modest:Mold Breaker:Ampharosite:6 HP / 252 SpA / 252 Spe:NONE:Thunderbolt;Dragon Pulse;Aura Sphere;Agility	51,668,429,181	0	True	0	Dark,Dragon,Electric,Fairy,Fighting,Fire,Ghost,Grass,Ground,Normal,Psychic,Rock	NONE	NONE	Ground:2,Water:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:GUITARIST BRIAN:148	GUITARIST BRIAN	Hot House	NONE	Hot House	Route 109 House	148	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Silvally-Dark:Player's Highest Lv:Jolly:RKS System:Dark Memory:NONE:NONE:Multi-Attack;Psychic Fangs;Rock Slide;Parting Shot	1191	0	True	0	Normal,Psychic,Rock	Steel	Steel	Fighting:1,Bug:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:6 BADGES:148	6 BADGES	Hot House	NONE	Hot House	UNK	148	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Silvally-Flying:Player's Highest Lv:Timid:RKS System:Flying Memory:6 HP / 252 SpA / 252 Spe:30 Def / 30 SpA / 30 SpD / 30 Spe:Air Slash;Hidden Power Fighting;Shadow Ball;Tailwind|Silvally-Ground:Player's Highest Lv:Jolly:RKS System:Ground Memory:NONE:NONE:Multi-Attack;X-Scissor;Flame Charge;Swords Dance|Silvally-Grass:Player's Highest Lv:Jolly:RKS System:Grass Memory:NONE:NONE:Multi-Attack;U-turn;Fire Fang;Ice Fang|Silvally-Ice:Player's Highest Lv:Timid:RKS System:Ice Memory:6 HP / 252 SpA / 252 Spe:NONE:Ice Beam;Thunderbolt;Flamethrower;Surf|Silvally:Player's Highest Lv:Jolly:RKS System:Life Orb:NONE:NONE:Multi-Attack;Iron Head;Dragon Claw;Shadow Claw	1177,1179,1186,1189,773	0	True	0	Bug,Dragon,Electric,Fire,Flying,Ghost,Ice,Normal,Steel,Water	NONE	NONE	Ice:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:BEAUTY JOHANNA:161	BEAUTY JOHANNA	Hot House	NONE	Hot House	Route 109 House	161	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Silvally-Ghost:Player's Highest Lv:Timid:Battle Armor:Ghost Memory:6 HP / 252 SpA / 252 Spe:NONE:Shadow Ball;Tri Attack;Ice Beam;Parting Shot	1182	0	True	0	Ghost,Ice,Normal	NONE	NONE	Ghost:1,Dark:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:6 BADGES:161	6 BADGES	Hot House	NONE	Hot House	UNK	161	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Silvally-Electric:Player's Highest Lv:Timid:RKS System:Electric Memory:6 HP / 252 SpA / 252 Spe:NONE:Ice Beam;Thunderbolt;Flamethrower;Surf|Silvally-Water:Player's Highest Lv:Jolly:RKS System:Water Memory:NONE:NONE:Multi-Attack;Thunder Fang;Flame Charge;Swords Dance|Silvally-Bug:Player's Highest Lv:Jolly:RKS System:Bug Memory:NONE:NONE:Multi-Attack;U-turn;Rock Slide;Fire Fang|Silvally-Fairy:Player's Highest Lv:Jolly:RKS System:Fairy Memory:NONE:NONE:Multi-Attack;Fire Fang;Psychic Fangs;Swords Dance|Silvally-Steel:Player's Highest Lv:Hasty:RKS System:Steel Memory:NONE:NONE:Steel Beam;Explosion;Shadow Claw;Parting Shot	1187,1185,1181,1192,1183	0	True	0	Bug,Electric,Fire,Ghost,Ice,Normal,Psychic,Rock,Steel,Water	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:SAILOR DWAYNE:173	SAILOR DWAYNE	Hot House	NONE	Hot House	Route 109 House	173	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Silvally-Fire:Player's Highest Lv:Naive:RKS System:Fire Memory:NONE:NONE:Multi-Attack;Thunderbolt;Surf;Ice Beam	1184	0	True	0	Electric,Ice,Normal,Water	NONE	NONE	Ground:1,Rock:1,Water:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:6 BADGES:173	6 BADGES	Hot House	NONE	Hot House	UNK	173	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Silvally-Dragon:Player's Highest Lv:Jolly:RKS System:Dragon Memory:NONE:NONE:Multi-Attack;Iron Head;Flame Charge;Swords Dance|Silvally-Fighting:Player's Highest Lv:Jolly:RKS System:Fighting Memory:NONE:NONE:Multi-Attack;X-Scissor;Crunch;Rock Slide|Silvally-Poison:Player's Highest Lv:Hasty:Battle Armor:Poison Memory:NONE:NONE:Multi-Attack;Surf;Crunch;Thunderbolt|Silvally-Psychic:Player's Highest Lv:Hasty:RKS System:Psychic Memory:NONE:NONE:Multi-Attack;Air Slash;X-Scissor;Parting Shot|Silvally-Rock:Player's Highest Lv:Naive:RKS System:Rock Memory:NONE:NONE:Multi-Attack;Surf;Flamethrower;Work Up	1190,1176,1178,1188,1180	0	True	0	Bug,Dark,Electric,Fire,Flying,Normal,Rock,Steel,Water	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:GUITARIST BRIAN:185	GUITARIST BRIAN	Hot House	NONE	Hot House	Route 109 House	185	NORMAL (MGM off)	double	NONE	1	scales_to_player	UNK	UNK	Sandy Shocks:Player's Highest Lv:Timid:Water Compaction:Focus Sash:NONE:NONE:Bulldoze;Parabolic Charge;Substitute	1381	0	True	0	Electric,Ground	Grass	Grass	Ground:1,Water:1,Grass:1,Ice:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:7 BADGES:185	7 BADGES	Hot House	NONE	Hot House	UNK	185	NORMAL (MGM off)	double	NONE	5	scales_to_player	UNK	UNK	Rhyperior:Player's Highest Lv:Adamant:Solid Rock:Weakness Policy:6 HP / 252 Atk / 252 Spe:NONE:Stone Edge;Hammer Arm;Drill Run;Dragon Tail|Rotom-Fan:Player's Highest Lv:Timid:Motor Drive:Lum Berry:NONE:NONE:Air Slash;Discharge;Shadow Ball;Will-O-Wisp|Orthworm:Player's Highest Lv:Impish:Earth Eater:Leftovers:6 HP / 252 Def / 252 Atk:NONE:Heavy Slam;Body Press;Stomping Tantrum;Coil|Marowak-Alola:Player's Highest Lv:Brave:Lightning Rod:Thick Club:6 HP / 252 Atk / 252 SpA:NONE:Heat Wave;Shadow Bone;Bonemerang;Icy Wind|Lanturn:Player's Highest Lv:Bold:Volt Absorb:Weakness Policy:6 HP / 252 Def / 252 SpA:NONE:Parabolic Charge;Scald;Dazzling Gleam;Ice Beam	464,1067,1357,973,171	0	True	0	Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Ground,Ice,Rock,Steel,Water	NONE	NONE	Ground:4	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:7 BADGES:197	7 BADGES	Hot House	NONE	Hot House	UNK	197	NORMAL (MGM off)	single	NONE	4	scales_to_player	UNK	UNK	Overqwil:Player's Highest Lv:Jolly:Intimidate:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Toxic Spikes;Haze;Barb Barrage;Throat Chop|Galvantula:Player's Highest Lv:Timid:Compound Eyes:Focus Sash:NONE:NONE:Sticky Web;Thunder;Bug Buzz;Giga Drain|Hydrapple:Player's Highest Lv:Modest:Regenerator:Assault Vest:NONE:NONE:Fickle Beam;Energy ball;Earth Power;Hidden Power Fire|Armarouge:Player's Highest Lv:Timid:Mega Launcher:White Herb:NONE:NONE:Armor Cannon;Aura Sphere;Dragon Pulse;Psyshock	904,596,1426,1324	0	True	0	Bug,Dark,Dragon,Electric,Fighting,Fire,Grass,Ground,Normal,Poison,Psychic	NONE	NONE	Ground:2,Rock:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:SAILOR DWAYNE:210	SAILOR DWAYNE	Hot House	NONE	Hot House	Route 109 House	210	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Ferrothorn:Player's Highest Lv:Relaxed:Iron Barbs:Quick Claw:252 HP / 6 Atk / 252 Def:NONE:Gyro Ball;Power Whip;Steath Rock;Explosion	598	0	True	0	Grass,Normal,Steel	Steel	Steel	Fighting:1,Fire:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Hot House:7 BADGES:210	7 BADGES	Hot House	NONE	Hot House	UNK	210	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Ceruledge:Player's Highest Lv:Adamant:Flash fire:Air Balloon:6 HP / 252 Atk / 252 Spe:NONE:Bitter Blade;Shadow Claw;Close Combat;Shadow Sneak|Primarina:Player's Highest Lv:Modest:Liquid Voice:Throat Spray:NONE:NONE:Hyper Voice;Moonblast;Energy Ball;Psychic|Wobbuffet:Player's Highest Lv:Bold:Shadow Tag:Leftovers:252 HP / 252 Def / 6 SpA:NONE:Encore;Counter;Mirror Coat;Destiny Bond|Mienshao:Player's Highest Lv:Jolly:Regenerator:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Poison Jab;Close Combat;Knock Off;U-turn|Salamence:Player's Highest Lv:Jolly:Intimidate:Salamencite:6 HP / 252 Atk / 252 Spe:NONE:Double-Edge;Iron Head;Dragon Claw;Dragon Dance	1325,730,202,620,373	0	True	0	Bug,Dark,Dragon,Fairy,Fighting,Fire,Ghost,Grass,Normal,Poison,Psychic,Steel	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:URSULA:1	URSULA	Optional Bosses	NONE	Optional Bosses	Vendanturf Town	1	NORMAL (MGM off)	double	NONE	4	scales_to_player	UNK	UNK	Oricorio-Baile:Player's Highest Lv -1:Timid:Dancer:Charti Berry:6 HP / 252 SpA / 252 Spe:NONE:Revelation Dance;Quiver Dance;Air Cutter;Roost|Oricorio-Pa'u:Player's Highest Lv -1:Timid:Dancer:Charti Berry:6 HP / 252 SpA / 252 Spe:NONE:Revelation Dance;Quiver Dance;Air Cutter;Roost|Oricorio-Sensu:Player's Highest Lv -1:Timid:Dancer:Charti Berry:6 HP / 252 SpA / 252 Spe:NONE:Revelation Dance;Quiver Dance;Air Cutter;Roost|Oricorio-Pom-Pom:Player's Highest Lv -1:Timid:Dancer:Charti Berry:6 HP / 252 SpA / 252 Spe:NONE:Revelation Dance;Quiver Dance;Air Cutter;Roost	741,1170,1171,1169	0	True	0	Flying,Normal	Rock,Steel	Rock,Steel	Rock:4,Electric:3,Ice:3,Ghost:2,Dark:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:BLACK BELT DAISUKE:13	BLACK BELT DAISUKE	Optional Bosses	NONE	Optional Bosses	Route 111	13	NORMAL (MGM off)	single	NONE	5	scales_to_player	UNK	UNK	Granbull:Player's Highest Lv -2:Adamant:Intimidate:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Play Rough;Ice Fang;Jaw Lock;Roar|Krookodile:Player's Highest Lv -2:Jolly:Intimidate:Focus Sash:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Stone Edge;Knock Off;Cut|Hitmontop:Player's Highest Lv -1:Jolly:Intimidate:Wide Lens:6 HP / 252 Atk / 252 Spe:NONE:Triple Axel;Triple Kick;Sucker Punch;Facade|Hitmonchan:Player's Highest Lv -1:Adamant:Iron Fist:Punching Glove:6 HP / 252 Atk / 252 Spe:NONE:Drain Punch;Fire Punch;Thunder Punch;Mach Punch|Hitmonlee:Player's Highest Lv -1:Jolly:Striker:Kicking Shoes:6 HP / 252 Atk / 252 Spe:NONE:High Jump Kick;Sucker Punch;Blaze Kick;Aqua Step	210,553,237,107,106	0	True	0	Dark,Electric,Fairy,Fighting,Fire,Ground,Ice,Normal,Rock,Steel,Water	NONE	NONE	Fairy:5,Flying:4,Psychic:4	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:WINSTRATE VICTOR:26	WINSTRATE VICTOR	Optional Bosses	NONE	Optional Bosses	UNK	26	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Boltund:Player's Highest Lv -1:Jolly:Strong Jaw:Muscle Band:6 HP / 252 Atk / 252 Spe:NONE:Thunder Fang;Ice Fang;Psychic Fangs;Crunch	836	0	True	0	Dark,Electric,Ice,Psychic	NONE	NONE	Ground:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:B2B2B2B:26	B2B2B2B	Optional Bosses	NONE	Optional Bosses	UNK	26	NORMAL (MGM off)	single	NONE	3	scales_to_player	UNK	UNK	Pidgeot-Mega:Player's Highest Lv -1:Timid:No Guard:Pidgeotite:6 HP / 252 SpA / 252 Spe:NONE:Hurricane;Facade;Heat Wave;Roost|Slowbro-Mega:Player's Highest Lv -1:Modest:Regenerator:Slowbronite:6 HP / 252 SpA / 252 Spe:NONE:Scald;Psychic;Yawn;Slack Off|Scizor-Mega:Player's Highest Lv -1:Jolly:Technician:Scizorite:6 HP / 252 Atk / 252 Spe:NONE:Bullet Punch;Lunge;Swords Dance;Dual Wingbeat	911,913,923	0	True	0	Bug,Fire,Flying,Normal,Psychic,Steel,Water	NONE	NONE	Electric:2	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:WINSTRATE VICTORIA:26	WINSTRATE VICTORIA	Optional Bosses	NONE	Optional Bosses	UNK	26	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Cetitan:Player's Highest Lv -1:Adamant:Sheer Force:Never-Melt Ice:6 HP / 252 Atk / 252 Spe:NONE:Icicle Crash;Body Slam;Bulldoze;Ice Shard	1364	0	True	0	Ground,Ice,Normal	NONE	NONE	Fighting:1,Rock:1,Steel:1,Fire:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:WINSTRATE VIVI:26	WINSTRATE VIVI	Optional Bosses	NONE	Optional Bosses	UNK	26	NORMAL (MGM off)	single	NONE	1	scales_to_player	UNK	UNK	Pelipper:Player's Highest Lv -1:Modest:Drizzle:Sharp Beak:6 HP / 252 SpA / 252 Spe:NONE:Scald;Hurricane;Ice Beam;Roost	279	0	True	0	Flying,Ice,Water	NONE	NONE	Rock:1,Electric:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:WINSTRATE VICKY:26	WINSTRATE VICKY	Optional Bosses	NONE	Optional Bosses	UNK	26	NORMAL (MGM off)	single	NONE	2	scales_to_player	UNK	UNK	Duraludon:Player's Highest Lv -1:Bold:Heavy Metal:Eviolite:252 HP / 252 Def / 6 SpA:NONE:Flash Cannon;Dragon Pulse;Body Press;Thunderbolt|Medicham-Mega:Player's Highest Lv -1:Jolly:Huge Power:Medichamite:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Drain Punch;Zen Headbutt;Ice Punch	884,934	0	True	0	Dragon,Electric,Fighting,Ice,Normal,Psychic,Steel	NONE	NONE	Fighting:1,Flying:1,Ground:1,Ghost:1,Fairy:1	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER X:38	TRAINER X	Optional Bosses	NONE	Optional Bosses	Fortree City	38	NORMAL (MGM off)	single	NONE	12	scales_to_player	UNK	UNK	Galvantula:Player's Highest Lv:Timid:Compound Eyes:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Sticky Web;Thunder;Bug Buzz;Giga Drain|Rillaboom:Player's Highest Lv:Adamant:Grassy Surge:Terrain Extender:6 HP / 252 Atk / 252 Spe:NONE:High Horsepower;Wood Hammer;Taunt;Drain Punch|Alakazam:Player's Highest Lv:Timid:Inner Focus:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Psychic;Shadow Ball;Grass Knot;Focus Blast|Malamar:Player's Highest Lv:Jolly:Contrary:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Superpower;Night Slash;Psycho Cut;Pluck|Darmanitan:Player's Highest Lv:Jolly:Sheer Force:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Rock Slide;Earthquake;Brick Break|Tyranitar:Player's Highest Lv:Adamant:Unnerve:Chople Berry:6 HP / 252 Atk / 252 Spe:NONE:Crunch;Rock Slide;High Horsepower;Dragon Dance|Ampharos:Player's Highest Lv:Modest:Static:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Thunderbolt;Dragon Pulse;Signal Beam;Aura Sphere|Mimikyu:Player's Highest Lv:Jolly:Disguise:Spell Tag:6 HP / 252 Atk / 252 Spe:NONE:Swords Dance;Shadow Claw;Play Rough;Shadow Sneak|Florges:Player's Highest Lv:Modest:Natural Cure:Leftovers:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA / 30 Spe:Moonblast;Energy Ball;Wish;Hidden Power Fire|Greninja:Player's Highest Lv:Timid:Protean:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Water Shuriken;Ice Beam;Dark Pulse;Surf|Torterra:Player's Highest Lv:Adamant:Overgrow:NONE:6 HP / 252 Atk / 252 Spe:NONE:Seed Bomb;Earthquake;Rock Slide;Heavy Slam|Empoleon:Player's Highest Lv:Jolly:Torrent:NONE:6 HP / 252 Atk / 252 Spe:NONE:Cut;Liquidation;Drill Peck;Brick Break	596,812,65,687,555,248,181,778,671,658,389,395	0	True	2	Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Psychic,Rock,Steel,Water	NONE	NONE	Bug:6	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER CAP:62	TRAINER CAP	Optional Bosses	NONE	Optional Bosses	Fortree City	62	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Muk-Alola:Player's Highest Lv:Adamant:Poison Touch:Air Balloon:6 HP / 252 Atk / 252 Spe:NONE:Knock Off;Poison Jab;Ice Punch;Toxic|Conkeldurr:Player's Highest Lv:Adamant:Iron Fist:Punching Glove:6 HP / 252 Atk / 252 Spe:NONE:Drain Punch;Thunder Punch;Mach Punch;Fire Punch|Donphan:Player's Highest Lv:Adamant:Sturdy:Custap Berry:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Knock Off;Rock Slide;Play Rough|Lanturn:Player's Highest Lv:Modest:Volt Absorb:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Scald;Thunder Wave;Confuse Ray;Thunderbolt|Celesteela:Player's Highest Lv:Modest:Beast Boost:Assault Vest:6 HP / 252 SpA / 252 Spe:NONE:Air Slash;Flamethrower;Flash Cannon;Giga Drain|Charizard-Mega-X:Player's Highest Lv:Jolly:Tough Claws:Charizardite X:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Flare Blitz;Dragon Claw;Dragon Dance	971,534,232,171,797,907	0	True	0	Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Grass,Ground,Ice,Poison,Rock,Steel,Water	NONE	NONE	Ground:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
